爱丽舍 2013款 三厢经典 1.6L 手动科技天窗型,5万公里,2013年8月,手动,1.6L,北京,2.6
马自达6 2007款 2.0L 自动豪华型,17万公里,2007年12月,自动,2L,北京,2.6
骏逸 2006款 1.8L 自动舒适型,13万公里,2007年3月,自动,1.8L,北京,2.68
北汽新能源EV 2015款 EV200 轻快版,2.7万公里,2015年5月,自动,0L,北京,2.8
北汽新能源EC 2017款 EC180 灵动版,1.4万公里,2017年10月,自动,0L,北京,2.8
瑞风 2011款 2.4L彩色之旅 汽油舒适版HFC4GA1-C,11万公里,2012年5月,手动,2.4L,北京,2.85
江淮iEV 2015款 iEV4 豪华智能型,2万公里,2016年4月,自动,0L,北京,2.88
宝马5系(进口) 2000款 2.0L 自动,12万公里,2000年11月,自动,2L,北京,2.98
北汽新能源EV 2016款 EV160 轻快版,2.1万公里,2017年6月,自动,0L,北京,2.98
江淮iEV 2015款 iEV5,3.2万公里,2016年2月,自动,0L,北京,3.18
骐达TIIDA 2008款 1.6L 自动智能型,10.5万公里,2008年6月,自动,1.6L,北京,3.2
世嘉 2012款 三厢 2.0L 自动品驭型,7万公里,2012年9月,自动,2L,北京,3.5
桑塔纳经典 09款 1.8 手动,6.8万公里,2011年5月,手动,1.8L,北京,3.6
江淮iEV 2015款 iEV5,2万公里,2016年3月,自动,0L,北京,3.68
普力马 2010款 1.8L 自动7座豪华,9.5万公里,2010年6月,自动,1.8L,北京,3.69
众泰E200 2016款 三门两座科技版,1.9万公里,2016年12月,自动,0L,北京,3.7
天语 SX4 2011款 两厢 1.6L 自动灵动型,11万公里,2011年12月,自动,1.6L,北京,3.8
众泰E200 2018款 飞鱼座,2万公里,2017年6月,自动,0L,北京,3.8
凯越 2013款 1.5L 自动经典型,8.8万公里,2013年6月,自动,1.5L,北京,3.98
奔奔EV 2017款 纯电动 180公里豪华型,2.3万公里,2017年7月,自动,0L,北京,3.98
捷达 2012款 1.6L 纪念版,3万公里,2012年5月,手动,1.6L,北京,4
阳光 2011款 1.5XE CVT舒适版,8.6万公里,2012年4月,自动,1.5L,北京,4
欧诺S 2015款 1.5L金欧诺标准型,3.48万公里,2015年3月,手动,1.5L,北京,4.1
菱智 2017款 改款 M3L 1.6L 7座标准型,6.5万公里,2017年7月,手动,1.6L,北京,4.15
英朗 2010款 XT 1.6T 时尚运动版,5.35万公里,2011年7月,自动,1.6L,北京,4.2
宝马3系 2005款 320i 时尚型木内饰,21.7万公里,2005年11月,自动,2L,北京,4.3
思域 2009款 1.8L 自动经典版,10万公里,2010年8月,自动,1.8L,北京,4.35
御翔 2006款 2.4L 自动豪华型,7.5万公里,2010年7月,自动,2.4L,北京,4.38
北汽新能源ES210 2015款 畅睿版,7万公里,2015年11月,自动,0L,北京,4.38
阳光 2011款 1.5XL CVT豪华版,7.8万公里,2011年5月,自动,1.5L,北京,4.5
凯领 2007款 3.0L 豪华版,17万公里,2009年6月,自动,3L,北京,4.7
福克斯 2012款 三厢 1.6L 自动尊贵型,7.8万公里,2012年12月,自动,1.6L,北京,4.8
马自达5 2008款 2.0 自动豪华型,13.2万公里,2009年2月,自动,2L,北京,4.85
神骐F30 2018款 1.5L豪华型长轴DAM15L,1万公里,2019年1月,手动,1.5L,北京,4.9
宝马5系 2005款 530i,8万公里,2004年11月,自动,3L,北京,4.98
雪铁龙C4 2009款 1.6T VTS,9.98万公里,2010年4月,自动,1.6L,北京,4.98
Passat领驭 2007款 2.0L 手动标准型,6万公里,2008年7月,手动,2L,北京,5
马自达6 2008款 2.3L 自动旗舰型,11万公里,2009年6月,自动,2.3L,北京,5
北汽新能源EU 2016款 EU260 乐享版,5.1万公里,2016年7月,自动,0L,北京,5.2
五菱荣光 2019款 1.5L 加长厢式运输车基本型5座,1.1万公里,2019年4月,手动,1.5L,北京,5.2
骐达TIIDA 2011款 1.6L CVT豪华型,9万公里,2011年12月,自动,1.6L,北京,5.3
花冠 2011款 1.6L 自动豪华版,11万公里,2012年5月,自动,1.6L,北京,5.3
北汽新能源EX 2016款 EX200 乐酷版,2万公里,2016年10月,自动,0L,北京,5.38
途安 2011款 1.4T 手动智尚版5座,15万公里,2011年10月,手动,1.4L,北京,5.5
逍客 2008款 20X雷 CVT 2WD,10万公里,2009年8月,自动,2L,北京,5.5
smart fortwo 2011款 1.0 MHD 敞篷激情版,3万公里,2010年10月,自动,1L,北京,5.5
北汽新能源EU 2016款 EU260 乐享版,3.9万公里,2016年7月,自动,0L,北京,5.5
天籁 2010款 2.5L XL周年纪念版,9.27万公里,2010年10月,自动,2.5L,北京,5.5
骊威 2013款 1.6XE CVT舒适版,5.5万公里,2014年4月,自动,1.6L,北京,5.68
欧蓝德(进口) 2009款 2.4 时尚版,14.2万公里,2010年5月,自动,2.4L,北京,5.7
smart fortwo 2012款 1.0 MHD 硬顶舒适版,5万公里,2013年1月,自动,1L,北京,5.7
经典全顺 2013款 2.8T柴油普通型短轴中顶JX493ZLQ4,9.18万公里,2014年6月,手动,2.8L,北京,5.8
中华V5 2014款 1.6L 自动豪华型,3.5万公里,2015年3月,自动,1.6L,北京,5.88
捷豹S-Type 2002款 3.0L 自动,12.5万公里,2002年12月,自动,3L,北京,5.9
明锐 2012款 1.8TSI DSG逸尊版,8.6万公里,2012年11月,自动,1.8L,北京,5.9
奔驰E级 2005款 E 200K,11万公里,2006年10月,自动,1.8L,北京,5.98
高尔夫 2010款 1.4TSI 自动豪华型,8万公里,2010年10月,自动,1.4L,北京,5.98
威驰 2016款 1.5L 自动智臻星耀版,7万公里,2016年9月,自动,1.5L,北京,6.1
大7 SUV 2015款 2.2T 两驱智慧型,4万公里,2015年8月,自动,2.2L,北京,6.2
骐达TIIDA 2013款 1.6L CVT酷咖版,5.24万公里,2013年11月,自动,1.6L,北京,6.28
凯美瑞 2007款 240G 豪华版,15万公里,2007年5月,自动,2.4L,北京,6.3
Yeti 2016款 1.4TSI DSG前行版,6.3万公里,2015年9月,自动,1.4L,北京,6.38
马自达6 2006款 Wagon 2.3L 自动型,14.4万公里,2008年10月,自动,2.3L,北京,6.4
讴歌TL 2006款 3.2炫速版,18.7万公里,2007年8月,自动,3.2L,北京,6.4
哈弗H6 2016款 升级版 1.5T 手动两驱超值型,4.8万公里,2017年1月,手动,1.5L,北京,6.5
索纳塔八 2011款 2.0L 自动领先版,9.73万公里,2012年8月,自动,2L,北京,6.5
飞度 2014款 1.5L LX CVT舒适型,5.3万公里,2016年3月,自动,1.5L,北京,6.66
秦新能源 2016款 秦EV300 尊荣型,2.1万公里,2016年7月,自动,0L,北京,6.8
北汽新能源EX 2018款 EX360 新潮版,0.9万公里,2018年6月,自动,0L,北京,6.8
奥德赛 2008款 2.4L 标准版,12.9万公里,2008年6月,自动,2.4L,北京,6.8
风骏5 2017款 2.4L欧洲版汽油两驱精英型大双排4G69S4N,0.3万公里,2019年4月,手动,2.4L,北京,6.85
名爵ZS 2017款 1.5L 自动豪华版,7.4万公里,2017年11月,自动,1.5L,北京,6.88
秦新能源 2016款 秦EV300 豪华型,1.6万公里,2016年9月,自动,0L,北京,6.88
经典全顺 2012款 2.4L 手动,7万公里,2012年11月,手动,2.4L,北京,6.88
桑塔纳 2016款 1.4L 手动风尚版,0.01万公里,2019年12月,手动,1.4L,北京,6.9
福克斯 2012款 两厢 2.0L 手动豪华运动型,5万公里,2013年11月,手动,2L,北京,6.9
比亚迪e5 2017款 300 尊贵型,2.7万公里,2017年3月,自动,0L,北京,6.98
帝豪新能源 2016款 EV 尊贵型,4.3万公里,2017年4月,自动,0L,北京,6.98
速腾 2012款 1.6L 自动舒适型,6.1万公里,2013年3月,自动,1.6L,北京,6.98
科雷傲(进口) 2012款 2.5 两驱都市版,9万公里,2012年6月,自动,2.5L,北京,6.98
奥迪A8 2005款 A8L 3.0L,9万公里,2005年7月,自动,3L,北京,6.98
速腾 2012款 1.4TSI 自动豪华型,10.2万公里,2012年4月,自动,1.4L,北京,6.98
SLS赛威 2010款 3.0L 精英型,14.2万公里,2010年11月,自动,3L,北京,6.99
宝马3系 2009款 320i 时尚型,14.7万公里,2010年6月,自动,2L,北京,6.99
奔驰E级(进口) 2002款 E 240,16万公里,2002年7月,自动,2.6L,北京,7
Polo 2016款 1.6L Cross Polo 自动,1.6万公里,2016年7月,自动,1.6L,北京,7
思铂睿 2009款 2.4L 尊贵导航版,13万公里,2010年1月,自动,2.4L,北京,7.1
比亚迪e5 2016款 300 豪华型,2.7万公里,2017年7月,自动,0L,北京,7.2
MINI 2004款 1.6 COOPER CABRIO,14万公里,2007年5月,自动,1.6L,北京,7.2
凯美瑞 2010款 200G 经典版,14.26万公里,2010年4月,自动,2L,北京,7.2
高尔夫 2012款 1.4TSI 自动舒适型,9.4万公里,2013年4月,自动,1.4L,北京,7.28
smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,1.7万公里,2017年9月,自动,1L,北京,7.3
smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,5万公里,2017年10月,自动,1L,北京,7.3
思域 2012款 2.0L 自动TYPE-S,7.5万公里,2011年12月,自动,2L,北京,7.33
森林人 2010款 2.5XS 自动豪华版,9.8万公里,2010年5月,自动,2.5L,北京,7.4
风骏5 2017款 2.4L欧洲版汽油四驱精英型小双排4G69S4N,1.28万公里,2017年12月,手动,2.4L,北京,7.5
锐志 2010款 2.5V 风尚豪华导航版,10万公里,2009年12月,自动,2.5L,北京,7.5
甲壳虫 2010款 1.8T BlackOrange豪华版,10.7万公里,2010年11月,自动,1.8L,北京,7.5
PT 漫步者 2007款 2.4,13.7万公里,2012年2月,自动,2.4L,北京,7.5
MINI CLUBMAN 2010款 1.6L COOPER Cheer,11万公里,2009年12月,自动,1.6L,北京,7.5
蒙派克S 2014款 2.4L新干线豪华型4G69,5.6万公里,2014年8月,手动,2.4L,北京,7.5
Polo 2016款 1.6L 自动舒适型,3万公里,2017年6月,自动,1.6L,北京,7.58
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,3.5万公里,2017年9月,自动,1L,北京,7.6
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,6.1万公里,2015年12月,自动,1L,北京,7.6
蒙派克S 2014款 2.4L新干线豪华型4G69,5.3万公里,2014年4月,手动,2.4L,北京,7.6
骐达TIIDA 2014款 1.6L CVT酷咖版,5.8万公里,2014年12月,自动,1.6L,北京,7.65
君越 2012款 2.4L SIDI雅致版,7.5万公里,2012年9月,自动,2.4L,北京,7.68
沃尔沃S60(进口) 2011款 2.0T 舒适版,15万公里,2011年7月,自动,2L,北京,7.68
朗行 2013款 1.4TSI 自动舒适型,6.7万公里,2015年9月,自动,1.4L,北京,7.7
指南者(进口) 2012款 2.4L 四驱运动版,13万公里,2012年2月,自动,2.4L,北京,7.8
秦新能源 2016款 秦EV300 尊贵型,1.6万公里,2016年8月,自动,0L,北京,7.8
比亚迪e6 2016款 400 精英版,5.9万公里,2016年5月,自动,0L,北京,7.88
KX3傲跑 2015款 1.6L 自动两驱DLX,3.94万公里,2016年6月,自动,1.6L,北京,7.88
腾势 2014款 时尚版,8.69万公里,2016年6月,自动,0L,北京,7.9
宝马3系 2010款 320i 豪华型,8.7万公里,2009年12月,自动,2L,北京,7.9
奥迪A4(进口) 2003款 1.8L 敞篷版,10.3万公里,2003年12月,自动,1.8L,北京,7.9
MINI 2007款 1.6T COOPER S,9.9万公里,2009年5月,自动,1.6L,北京,7.98
智跑 2014款 2.0L 自动两驱版GL,12万公里,2014年7月,自动,2L,北京,7.99
飞度 2018款 1.5L CVT潮跑版,3.8万公里,2018年3月,自动,1.5L,北京,7.99
别克GL8 2008款 陆尊 3.0L XT 导航版,11.9万公里,2010年9月,自动,3L,北京,8
伊兰特EV 2017款 GS PLUS版,0.16万公里,2018年12月,自动,0L,北京,8.2
高尔夫 2012款 1.4TSI 自动舒适型,3万公里,2013年10月,自动,1.4L,北京,8.2
MINI 2011款 1.6L ONE,12万公里,2012年6月,自动,1.6L,北京,8.28
奔驰B级 2009款 B 200 豪华型,8万公里,2012年3月,自动,2L,北京,8.3
奥迪A6L 2008款 2.0T 自动标准型,11.3万公里,2008年7月,自动,2L,北京,8.3
胜达经典 2010款 2.4 至尊版 七座四驱,9.7万公里,2011年2月,自动,2.4L,北京,8.3
别克GL8 2014款 2.4L 经典版,8万公里,2014年6月,自动,2.4L,北京,8.3
荣威e550 2016款 尊享版,1.4万公里,2017年12月,自动,1.5L,北京,8.3
上汽MAXUS T60 2019款 2.4L汽油手动两驱高底盘先锋版标厢,0.6万公里,2019年1月,手动,2.4L,北京,8.35
RAV4荣放 2009款 2.4L 自动豪华导航版,11.1万公里,2009年6月,自动,2.4L,北京,8.35
宝马X3(进口) 2008款 xDrive25i豪华型,11.8万公里,2008年5月,自动,2.5L,北京,8.5
宝马3系 2011款 320i 时尚型,13.3万公里,2011年10月,自动,2L,北京,8.5
别克GL8 2011款 2.4L CT豪华商务舒适版,12万公里,2011年8月,自动,2.4L,北京,8.5
奔驰C级 2008款 C 200K 时尚型,12万公里,2009年5月,自动,1.8L,北京,8.6
宝来 2018款 1.5L 自动时尚型,5万公里,2018年6月,自动,1.5L,北京,8.68
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,2万公里,2016年7月,自动,1L,北京,8.68
帕萨特 2011款 2.0TSI DSG御尊版,12万公里,2011年10月,自动,2L,北京,8.7
傲虎 2010款 2.5i豪华导航版,15万公里,2010年1月,自动,2.5L,北京,8.8
智跑 2015款 2.0L 自动两驱版GL,9.27万公里,2015年9月,自动,2L,北京,8.8
RAV4荣放 2012款 炫装版 2.4L 自动四驱豪华,12万公里,2011年7月,自动,2.4L,北京,8.8
奔驰C级 2010款 C 200 CGI 优雅型,8万公里,2010年11月,自动,1.8L,北京,8.8
标致408 2014款 1.8L 自动豪华版,0.01万公里,2017年5月,自动,1.8L,北京,8.8
哈弗H5 2018款 经典版 2.0T 手动四驱尊贵型,2.9万公里,2017年3月,手动,2L,北京,8.8
奥迪A1 2013款 30 TFSI Sportback Ego,7.3万公里,2013年7月,自动,1.4L,北京,8.8
威朗 2016款 两厢GS 20T 双离合纵情运动型,4.1万公里,2016年1月,自动,1.5L,北京,8.8
奥迪A3(进口) 2013款 Sportback 30 TFSI 舒适型,8万公里,2013年3月,自动,1.4L,北京,8.8
杰德 2013款 1.8L CVT豪华版 5座,8.5万公里,2013年12月,自动,1.8L,北京,8.8
哈弗H6 Coupe 2017款 红标 2.0T 自动两驱尊贵型,6万公里,2017年6月,自动,2L,北京,8.9
奥迪A4L 2009款 2.0 TFSI 标准型,14万公里,2009年6月,自动,2L,北京,8.98
斯巴鲁XV 2014款 2.0i 舒适版,7.9万公里,2014年10月,自动,2L,北京,8.98
奥迪A4L 2009款 2.0 TFSI 舒适型,11万公里,2009年6月,自动,2L,北京,8.98
凯美瑞 2013款 2.5G 舒适版,7.2万公里,2013年11月,自动,2.5L,北京,8.98
MINI CLUBMAN 2011款 1.6L COOPER Fun,7.1万公里,2010年12月,自动,1.6L,北京,8.98
朗逸 2017款 1.6L 自动风尚版,3.8万公里,2018年7月,自动,1.6L,北京,8.99
高尔夫 2014款 1.4TSI 自动舒适型,6.5万公里,2014年4月,自动,1.4L,北京,8.99
宝马3系 2012款 320i 豪华型,10万公里,2012年2月,自动,2L,北京,9
蒙迪欧 2013款 2.0L GTDi200时尚型,5万公里,2014年3月,自动,2L,北京,9
索兰托 2012款 2.4L 汽油豪华版,5万公里,2012年5月,自动,2.4L,北京,9.1
高尔夫 2012款 2.0TSI GTI,9.2万公里,2012年4月,自动,2L,北京,9.3
奥迪A4L 2009款 3.2 FSI quattro 旗舰型,12万公里,2009年3月,自动,3.2L,北京,9.3
福克斯 2019款 三厢 EcoBoost 125 自动锋潮型 国V,0.02万公里,2019年9月,自动,1L,北京,9.3
途观 2012款 1.8TSI 自动两驱风尚版,9万公里,2012年11月,自动,1.8L,北京,9.36
宝马1系(进口) 2012款 116i 都市型,5.6万公里,2012年10月,自动,1.6L,北京,9.38
途观 2010款 1.8TSI 自动四驱菁英版,8.81万公里,2011年5月,自动,1.8L,北京,9.38
奥迪A6L 2011款 2.4L 舒适型,9.95万公里,2010年10月,自动,2.4L,北京,9.5
比亚迪e6 2016款 400 精英版,3万公里,2016年3月,自动,0L,北京,9.5
腾势 2014款 时尚版,3万公里,2016年9月,自动,0L,北京,9.5
迈腾 2012款 改款 1.8TSI 尊贵型,7万公里,2012年3月,自动,1.8L,北京,9.5
smart fortwo 2016款 0.9T 66千瓦硬顶极致版,4万公里,2016年10月,自动,0.9L,北京,9.5
smart fortwo 2016款 0.9T 66千瓦硬顶极致版,2万公里,2016年12月,自动,0.9L,北京,9.5
别克GL8 2014款 2.4L 经典版,5万公里,2014年12月,自动,2.4L,北京,9.5
斯巴鲁XV 2014款 2.0i 豪华版,7.5万公里,2014年5月,自动,2L,北京,9.5
腾势 2014款 尊贵版,2.3万公里,2016年1月,自动,0L,北京,9.5
朗逸 2017款 230TSI DSG舒适版,5.34万公里,2017年11月,自动,1.4L,北京,9.6
斯巴鲁XV 2014款 2.0i 舒适版,9.9万公里,2014年9月,自动,2L,北京,9.66
速派 2013款 1.8TSI 自动雅仕版,11.4万公里,2015年1月,自动,1.8L,北京,9.7
速腾 2014款 1.4TSI 自动豪华型,11.4万公里,2015年1月,自动,1.4L,北京,9.8
高尔夫・嘉旅 2018款 1.6L 自动舒适型,4万公里,2018年7月,自动,1.6L,北京,9.8
力狮 2010款 2.5i豪华版,11万公里,2010年6月,自动,2.5L,北京,9.8
神行者2 2010款 3.2 i6 自动HSE汽油版,14.2万公里,2010年11月,自动,3.2L,北京,9.8
沃尔沃S60(进口) 2013款 T5 智雅版,10万公里,2013年3月,自动,2L,北京,9.8
一汽-大众CC 2010款 2.0TSI 豪华型,12万公里,2010年11月,自动,2L,北京,9.8
MINI 2010款 1.6L COOPER 50 Mayfair,7.3万公里,2010年6月,自动,1.6L,北京,9.8
C-TREK蔚领 2018款 1.5L 自动舒适型,4.98万公里,2018年1月,自动,1.5L,北京,9.8
别克GL8 2013款 2.4L 行政版,10万公里,2013年10月,自动,2.4L,北京,9.83
奔驰C级 2008款 C 200K 时尚型,10万公里,2009年2月,自动,1.8L,北京,9.88
杰德 2014款 1.8L 自动舒适精英版 5座,8万公里,2015年7月,自动,1.8L,北京,9.9
杰德 2013款 1.8L CVT豪华版 5座,3.7万公里,2013年11月,自动,1.8L,北京,9.9
宝马3系 2012款 320i 豪华型,11万公里,2012年1月,自动,2L,北京,9.9
神行者2 2009款 3.2L,11.7万公里,2009年3月,自动,3.2L,北京,9.9
smart fortwo 2011款 1.0T 博速特别版,12.4万公里,2011年7月,自动,1L,北京,9.97
宝马X3(进口) 2009款 xDrive25i豪华增配型,9.5万公里,2009年7月,自动,2.5L,北京,9.98
指挥官经典 2008款 5.7 HEMI,9.5万公里,2007年6月,自动,5.7L,北京,9.98
宝马3系 2011款 325i 时尚型,9.69万公里,2011年9月,自动,2.5L,北京,9.98
酷威 2014款 2.4L 两驱旅行版,9万公里,2014年3月,自动,2.4L,北京,9.98
歌诗图 2012款 2.4L 尊享版,14.5万公里,2012年12月,自动,2.4L,北京,9.99
帕萨特 2011款 2.0TSI DSG御尊版,13.1万公里,2012年9月,自动,2L,北京,9.99
奥迪A3 2014款 Sportback 35 TFSI 自动进取型,10.4万公里,2014年12月,自动,1.4L,北京,10
帕萨特 2011款 1.8TSI DSG至尊版,11.8万公里,2012年7月,自动,1.8L,北京,10
菲亚特500 2011款 1.4L 时尚版,8万公里,2012年9月,自动,1.4L,北京,10
奔驰C级(进口) 2007款 C 280 时尚型,10万公里,2008年1月,自动,3L,北京,10
劳恩斯 2008款 BH330 顶级版,10.7万公里,2010年9月,自动,3.3L,北京,10
马自达CX-5(进口) 2012款 2.0L 四驱豪华版,10万公里,2012年7月,自动,2L,北京,10.18
酷威 2013款 3.6L 四驱旗舰版,9.6万公里,2013年8月,自动,3.6L,北京,10.2
自由侠 2017款 180T 自动高能版,3.3万公里,2017年6月,自动,1.4L,北京,10.3
雅阁 2013款 2.4L PE,10.6万公里,2013年4月,自动,2.4L,北京,10.3
上汽MAXUS T60 2019款 2.4L汽油手动四驱高底盘先锋版标厢,0.4万公里,2019年7月,手动,2.4L,北京,10.5
奥迪TT 2010款 TT 2.0TFSI典藏版,7.5万公里,2010年6月,自动,2L,北京,10.5
皇冠 2007款 2.5L Royal 特别版,18万公里,2008年10月,自动,2.5L,北京,10.5
宝马X1(进口) 2010款 xDrive28i,7.8万公里,2010年9月,自动,3L,北京,10.5
神行者2 2010款 3.2 i6 自动HSE汽油版,10万公里,2010年7月,自动,3.2L,北京,10.5
别克GL8 2014款 2.4L 经典版,3万公里,2016年6月,自动,2.4L,北京,10.5
比亚迪e2 2019款 高续航版 耀・豪华型,0.01万公里,未上牌,自动,0L,北京,10.58
帕萨特 2013款 2.0TSI DSG御尊版,22.01万公里,2013年12月,自动,2L,北京,10.58
奥迪A3 2016款 Sportback 35 TFSI 进取型,13万公里,2017年3月,自动,1.4L,北京,10.58
神行者2 2009款 3.2L,9.3万公里,2009年6月,自动,3.2L,北京,10.6
奥迪A4L 2012款 2.0 TFSI 自动舒适型,6.47万公里,2012年7月,自动,2L,北京,10.6
甲壳虫 2013款 1.4TSI 舒适型,10万公里,2012年12月,自动,1.4L,北京,10.6
高尔夫 2017款 230TSI 自动豪华百万辆纪念版,11.2万公里,2017年5月,自动,1.4L,北京,10.7
速腾 2013款 2.0TSI GLI,7.9万公里,2014年11月,自动,2L,北京,10.8
奔驰C级 2011款 C 200 CGI 时尚型,5.9万公里,2011年1月,自动,1.8L,北京,10.8
宝马3系(进口) 2010款 320i豪华型,6万公里,2012年5月,自动,2L,北京,10.8
皇冠 2007款 3.0L Royal Saloon G VIP,20万公里,2006年9月,自动,3L,北京,10.8
宝马1系(进口) 2012款 116i 都市型,7万公里,2012年10月,自动,1.6L,北京,10.8
一汽-大众CC 2011款 2.0TSI 至尊型,6.8万公里,2011年7月,自动,2L,北京,10.8
雅阁 2012款 2.4L EXL Navi,9.2万公里,2012年5月,自动,2.4L,北京,10.8
凯迪拉克SRX 2010款 3.0L 豪华版,8.3万公里,2010年2月,自动,3L,北京,10.8
汉兰达 2009款 3.5L 四驱7座精英版,8万公里,2009年11月,自动,3.5L,北京,10.8
君越 2013款 2.4L SIDI豪华舒适型,7万公里,2015年7月,自动,2.4L,北京,10.8
特顺 2017款 2.4L商务型长轴高顶14/15座4G69S4N,1万公里,2018年11月,手动,2.4L,北京,10.85
smart forfour 2016款 0.9T 66千瓦先锋版,2.2万公里,2017年3月,自动,0.9L,北京,10.88
上汽MAXUS G10 2016款 2.0T 自动行政版,5万公里,2016年9月,自动,2L,北京,10.88
金杯大海狮 2016款 2.4L大海狮L豪华型,1.8万公里,2017年11月,手动,2.4L,北京,10.88
途观 2012款 1.8TSI 自动四驱菁英版,6.7万公里,2012年6月,自动,1.8L,北京,10.88
帕萨特 2014款 1.8TSI DSG尊荣版,7.6万公里,2015年1月,自动,1.8L,北京,10.9
神行者2 2009款 3.2L,16万公里,2009年1月,自动,3.2L,北京,10.9
高尔夫 2012款 2.0TSI GTI,11万公里,2012年1月,自动,2L,北京,10.9
宝马3系 2012款 320i 时尚型,8.8万公里,2012年3月,自动,2L,北京,10.98
奥德赛 2011款 劲秀 2.4L 领秀版,9.2万公里,2011年10月,自动,2.4L,北京,10.98
比亚迪e3 2020款 高续航版 耀・豪华型,0.01万公里,未上牌,自动,0L,北京,10.98
别克GL8 2014款 2.4L 行政版,11万公里,2015年1月,自动,2.4L,北京,10.98
艾菲 2017款 2.4L 自动标准型,0.2万公里,2019年10月,自动,2.4L,北京,10.98
MINI 2013款 1.6L ONE 限量第三款,3万公里,2014年5月,自动,1.6L,北京,10.99
速腾 2018款 280TSI DSG熠动版,2.71万公里,2018年12月,自动,1.4L,北京,11
辉腾 2004款 6.0L W12,26万公里,2004年7月,自动,6L,北京,11
锐志 2012款 2.5V 风度菁英炫装版,7万公里,2011年12月,自动,2.5L,北京,11.3
Cayenne 2004款 4.5L 自动,14万公里,2004年7月,自动,4.5L,北京,11.5
奥德赛 2011款 劲秀 2.4L 豪华版,12.5万公里,2011年5月,自动,2.4L,北京,11.5
别克GL8 2014款 2.4L 经典版,2万公里,2016年6月,自动,2.4L,北京,11.5
WEY VV7 2017款 2.0T 旗舰型,5.6万公里,2017年11月,自动,2L,北京,11.5
威马EX5 2018款 EX5 400 Lite探索版,5.2万公里,2018年12月,自动,0L,北京,11.55
传祺GE3 2018款 530 智享版,1.5万公里,2018年12月,自动,0L,北京,11.58
奥迪A3 2014款 Limousine 35 TFSI 自动进取型,3.7万公里,2015年10月,自动,1.4L,北京,11.58
马自达CX-5 2014款 2.0L 自动两驱都市型,4.5万公里,2015年3月,自动,2L,北京,11.6
宝马X1 2012款 xDrive20i 豪华型,12.3万公里,2012年3月,自动,2L,北京,11.6
迈腾 2013款 1.8TSI 豪华型,8.9万公里,2013年8月,自动,1.8L,北京,11.6
奥德赛 2013款 2.4L 豪华版,11万公里,2012年3月,自动,2.4L,北京,11.6
菲亚特500 2011款 1.4L 时尚版,4.1万公里,2015年4月,自动,1.4L,北京,11.77
